,sno.,anime_id,name,genre,type,episodes,rating,members
82,583,269,Bleach,"Action, Comedy, Shounen, Super Power, Supernatural",TV,366,7.95,624055
83,584,14741,Chuunibyou demo Koi ga Shitai!,"Comedy, Drama, Romance, School, Slice of Life",TV,12,7.95,394399
84,585,1472,City Hunter 3,"Action, Comedy, Mystery, Shounen",TV,13,7.95,6723
85,586,33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Action, Horror, Mystery, Psychological",TV,11,7.95,65503
86,587,7304,Detective Conan Movie 08: Time Travel of the Silver Sky,"Adventure, Mystery",Special,1,7.95,6515
87,588,8609,Detective Conan OVA 10: Kid in Trap Island,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.95,7757
88,589,6033,Dragon Ball Kai,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,97,7.95,116832
89,590,8479,Hetalia World Series,"Comedy, Historical, Parody",ONA,48,7.95,64416
90,591,254,Jungle wa Itsumo Hare nochi Guu Deluxe,"Comedy, Slice of Life",OVA,6,7.95,8847
91,592,8525,Kami nomi zo Shiru Sekai,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,7.95,284846
92,593,19703,Kyousou Giga (TV),"Action, Fantasy, Supernatural",TV,10,7.95,67732
93,594,25517,Magic Kaito 1412,"Adventure, Comedy, Romance, Shounen",TV,24,7.95,43545
94,595,31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,"Action, Adventure, Fantasy, Military",TV,13,7.95,86475
95,596,27775,Plastic Memories,"Drama, Romance, Sci-Fi",TV,13,7.95,213493
96,597,21339,Psycho-Pass Movie,"Action, Military, Police, Sci-Fi",Movie,1,7.95,94677
97,598,2104,Seto no Hanayome,"Comedy, Parody, Romance, School",TV,26,7.95,165008
98,599,24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,"Action, Mecha, Sci-Fi, Seinen, Space",TV,12,7.95,57665
99,600,2150,Tanoshii Muumin Ikka,"Adventure, Comedy, Fantasy, Kids, Slice of Life",TV,78,7.95,7761
100,601,12445,Tasogare Otome x Amnesia,"Horror, Mystery, Romance, School, Shounen, Supernatural",TV,12,7.95,172367
101,602,543,Vampire Hunter D (2000),"Action, Drama, Fantasy, Horror, Romance, Sci-Fi, Vampire",Movie,1,7.95,68229
102,603,23225,Yuru Yuri Nachuyachumi!,"Comedy, Shoujo Ai, Slice of Life",OVA,1,7.95,28339
103,604,9252,Break Blade 3: Kyoujin no Ato,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,7.94,42653
104,605,12893,Danshi Koukousei no Nichijou Specials,"Comedy, School, Shounen, Slice of Life",Special,6,7.94,49891
105,606,1505,Detective Conan Movie 09: Strategy Above the Depths,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.94,20347
106,607,4447,Detective Conan Movie 12: Full Score of Fear,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.94,19290
107,608,317,Final Fantasy VII: Advent Children,"Action, Fantasy, Super Power",Movie,1,7.94,138659
108,609,22265,Free!: Eternal Summer,"Comedy, School, Slice of Life, Sports",TV,13,7.94,150596
109,610,13117,Hakuouki Movie 1: Kyoto Ranbu,"Action, Drama, Historical, Josei, Samurai, Supernatural",Movie,1,7.94,12076
110,611,9563,Hidamari Sketch x â˜†â˜†â˜† Specials,"Comedy, School, Slice of Life",Special,2,7.94,8734
111,612,16904,K: Missing Kings,"Action, Super Power, Supernatural",Movie,1,7.94,98549
112,613,97,Last Exile,"Action, Adventure, Sci-Fi",TV,26,7.94,104193
113,614,20517,Little Busters!: EX,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,8,7.94,26709
114,615,2273,Mobile Suit Gundam Wing: Endless Waltz Movie,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.94,35711
115,616,1735,Naruto: Shippuuden,"Action, Comedy, Martial Arts, Shounen, Super Power",TV,Unknown,7.94,533578
116,617,20159,Pokemon: The Origin,"Action, Adventure, Comedy, Fantasy, Kids",Special,4,7.94,85947
117,618,12403,Yuru Yuriâ™ªâ™ª,"Comedy, School, Shoujo Ai, Slice of Life",TV,12,7.94,83097
118,619,7044,Zan Sayonara Zetsubou Sensei Bangaichi,"Comedy, Parody, School",OVA,2,7.94,22704
119,620,31646,3-gatsu no Lion,"Drama, Game, Seinen, Slice of Life",TV,23,7.93,59492
120,621,32998,91 Days,"Action, Drama, Historical",TV,12,7.93,140604
121,622,30123,Akagami no Shirayuki-hime,"Drama, Fantasy, Romance, Shoujo",TV,12,7.93,157551
122,623,31339,Drifters,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",TV,12,7.93,102857
123,624,2890,Gake no Ue no Ponyo,"Adventure, Fantasy",Movie,1,7.93,140277
124,625,468,Ghost in the Shell 2: Innocence,"Mecha, Military, Police, Psychological, Sci-Fi",Movie,1,7.93,85714
125,626,29755,Haikyuu!! Movie 1: Owari to Hajimari,"Comedy, Drama, School, Shounen, Sports",Movie,1,7.94,13094
126,627,25303,Haikyuu!! OVA,"Shounen, Sports",OVA,2,7.93,30063
127,628,24471,Hoozuki no Reitetsu OVA,"Comedy, Fantasy, Supernatural",OVA,3,7.93,6073
128,629,516,Keroro Gunsou,"Comedy, Sci-Fi, Shounen",TV,358,7.93,31632
129,630,1425,Lupin III: Part II,"Action, Adventure, Comedy, Shounen",TV,155,7.93,10873
130,631,5310,Macross F Movie 1: Itsuwari no Utahime,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1,7.93,20637
131,632,93,Mobile Suit Gundam Seed,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,7.93,96973
132,633,8038,Nodame Cantabile Finale Special,"Comedy, Josei, Music, Romance",Special,1,7.93,23388
133,634,322,Paradise Kiss,"Comedy, Drama, Josei, Romance, Slice of Life",TV,12,7.93,86380
134,635,6154,Saint Seiya: The Hades Chapter Sanctuary - Yomigaerishi Gold Saint-tachi no Shinwa,"Adventure, Sci-Fi, Shounen",Special,2,7.93,4975
135,636,7588,Saraiya Goyou,"Historical, Samurai, Seinen",TV,12,7.93,40819
136,637,10083,Shiki Specials,"Horror, Mystery, Supernatural, Vampire",Special,2,7.93,37657
137,638,1172,Slayers Try,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen",TV,26,7.93,32742
138,639,31711,To LOVE-Ru Darkness 2nd Specials,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",Special,2,7.93,22487
139,640,2265,Transformers the Movie,"Action, Mecha",Movie,1,7.93,6540
140,641,23249,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,"Action, Drama, Military, Sci-Fi, Space",Movie,1,7.93,5431
141,642,202,Wolf&#039;s Rain,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,7.93,171863
142,643,30370,Akatsuki no Yona OVA,"Action, Comedy, Fantasy, Shoujo",OVA,3,7.92,29398
143,644,9919,Ao no Exorcist,"Action, Demons, Fantasy, Shounen, Supernatural",TV,25,7.92,583823
144,645,1818,Claymore,"Action, Adventure, Demons, Fantasy, Shounen, Super Power, Supernatural",TV,26,7.92,316853
145,646,34036,Detective Conan: Episode One - Chiisaku Natta Meitantei,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,8.1,2493
146,647,10090,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,"Mecha, Military, Mystery, Police, Sci-Fi, Seinen",Movie,1,7.91,7515
147,648,17895,Golden Time,"Comedy, Romance, Seinen",TV,24,7.92,273191
148,649,1824,Hadashi no Gen,"Drama, Historical",Movie,1,7.92,16474
149,650,4192,Hayate no Gotoku!!,"Action, Comedy, Harem, Parody, Romance",TV,25,7.92,67323
150,651,10357,Jinrui wa Suitai Shimashita,"Comedy, Fantasy, Seinen",TV,12,7.92,89373
151,652,30745,Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen - Yakusoku no Kizuna,Music,Special,1,7.92,10306
152,653,19489,Little Witch Academia: Mahoujikake no Parade,"Adventure, Comedy, Fantasy, Magic, School",Movie,1,7.92,53024
153,654,4472,Luckyâ˜†Star: Original na Visual to Animation,"Comedy, Parody, School, Slice of Life",OVA,1,7.92,84833
154,655,19613,New Initial D Movie: Legend 1 - Kakusei,"Action, Cars, Seinen, Sports",Movie,1,7.92,7695
155,656,5530,Pandora Hearts,"Adventure, Fantasy, Mystery, Shounen, Supernatural",TV,25,7.92,229567
156,657,6591,Rurouni Kenshin DVD-BOX Special Ending,"Historical, Romance",Special,1,7.92,9695
157,658,10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,"Action, Adventure, Demons, Fantasy, Military, Seinen, Supernatural",Movie,1,7.91,77103
158,659,388,Capeta,"Cars, Shounen, Sports",TV,52,7.91,9711
159,660,28999,Charlotte,"Drama, School, Super Power",TV,13,7.91,310137
160,661,1473,City Hunter &#039;91,"Action, Comedy, Mystery, Shounen",TV,13,7.91,6337
161,662,1379,Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,"Adventure, Drama, Fantasy",Movie,1,7.91,26746
162,663,23293,Lupin the IIIrd: Jigen Daisuke no Bohyou,"Action, Adventure, Comedy, Drama, Seinen",Movie,1,7.91,5939
163,664,1910,Master Keaton OVA,"Adventure, Mystery",OVA,15,7.91,3205
164,665,33221,Mobile Suit Gundam Thunderbolt: December Sky,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.92,2833
165,666,18897,Nisekoi,"Comedy, Harem, Romance, School, Shounen",TV,20,7.91,347599
166,667,31592,Pokemon XY&amp;Z,"Action, Adventure, Comedy, Fantasy, Kids",TV,47,7.91,15627
167,668,31380,To LOVE-Ru Darkness 2nd OVA,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",OVA,3,7.91,18575
168,669,28677,Yamada-kun to 7-nin no Majo (TV),"Comedy, Harem, Mystery, Romance, School, Shounen, Supernatural",TV,12,7.91,193566
169,670,7193,Aoi Bungaku Series,"Drama, Historical, Psychological, Seinen, Thriller",TV,12,7.9,93074
170,671,1961,Arashi no Yoru ni,"Adventure, Comedy, Drama, Fantasy",Movie,1,7.9,11458
171,672,21405,Bokura wa Minna Kawaisou,"Comedy, Romance, School, Slice of Life",TV,12,7.9,159793
172,673,6024,Chi&#039;s Sweet Home: Atarashii Ouchi,"Comedy, Kids, Slice of Life",TV,104,7.9,16670
173,674,2761,Densetsu Kyojin Ideon: Hatsudou-hen,"Drama, Mecha, Sci-Fi, Space",Movie,1,7.9,2963
174,675,1491,Ginga Tetsudou 999,"Adventure, Drama, Sci-Fi, Space",TV,113,7.9,12672
175,676,106,Hana yori Dango,"Drama, Romance, School, Shoujo",TV,51,7.9,28341
176,677,5835,Hanasakeru Seishounen,"Drama, Romance, Shoujo",TV,39,7.9,37051
177,678,3604,Hidamari Sketch x 365,"Comedy, School, Slice of Life",TV,13,7.9,19180
178,679,11237,Hidamari Sketch x SP,"Comedy, School, Slice of Life",Special,2,7.9,7999
179,680,2828,Ie Naki Ko,"Adventure, Drama, Historical, Kids, Slice of Life",TV,51,7.9,4479
180,681,4087,Michiko to Hatchin,"Action, Adventure",TV,22,7.9,82625
181,682,28881,New Initial D Movie: Legend 2 - Tousou,"Cars, Seinen, Sports",Movie,1,7.9,4641
182,683,21473,Persona 3 the Movie 2: Midsummer Knight&#039;s Dream,"Action, Fantasy, Seinen, Supernatural",Movie,1,7.9,27462
183,684,582,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,"Comedy, Martial Arts, School, Shounen",TV,48,7.9,6473
184,685,8311,Tegamibachi Reverse,"Adventure, Fantasy, Shounen, Supernatural",TV,25,7.9,36228
185,686,21995,Ao Haru Ride,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,12,7.89,227417
186,687,532,Bishoujo Senshi Sailor Moon S,"Drama, Magic, Romance, Shoujo",TV,38,7.89,66911
187,688,552,Digimon Adventure,"Action, Adventure, Comedy, Fantasy, Kids",TV,54,7.89,182208
188,689,13629,Furiko,"Drama, Music, Romance, Slice of Life",Special,1,7.89,8809
189,690,7645,Heartcatch Precure!,"Action, Comedy, Fantasy, Magic, School, Shoujo, Slice of Life",TV,49,7.89,12825
190,691,249,InuYasha,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",TV,167,7.89,281632
191,692,4886,InuYasha: Kuroi Tessaiga,"Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",Special,1,7.89,16373
192,693,451,InuYasha: Tenka Hadou no Ken,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural",Movie,1,7.89,51079
193,694,9734,K-On!!: Keikaku!,"Comedy, Music, School, Slice of Life",Special,1,7.89,50496
194,695,433,"Kumo no Mukou, Yakusoku no Basho","Drama, Military, Romance, Sci-Fi",Movie,1,7.89,103975
195,696,6115,Lupin III vs. Detective Conan,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.89,15220
196,697,80,Mobile Suit Gundam,"Action, Mecha, Military, Sci-Fi, Space",TV,43,7.89,51566
197,698,1092,Mobile Suit Gundam III: Encounters in Space,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.89,11343
198,699,20767,Noragami OVA,"Action, Adventure, Shounen",OVA,2,7.89,104775
199,700,10119,Seitokai Yakuindomo OVA,"Comedy, School, Shounen, Slice of Life",OVA,8,7.89,63265
200,701,1921,Urusei Yatsura Movie 2: Beautiful Dreamer,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.89,5663
201,702,1562,Yamato Nadeshiko Shichihengeâ™¥,"Comedy, Shoujo",TV,25,7.89,92088
202,703,11111,Another,"Horror, Mystery, School, Supernatural, Thriller",TV,12,7.88,534657
203,704,32863,Ansatsu Kyoushitsu (TV) 2nd Season: Kagaijugyou-hen,"Action, Comedy, School, Shounen",ONA,8,7.88,7999
204,705,11737,Ao no Exorcist Movie,"Action, Demons, Fantasy, Shounen, Supernatural",Movie,1,7.88,105183
205,706,28249,Arslan Senki (TV),"Action, Adventure, Drama, Fantasy, Historical, Shounen",TV,25,7.88,152811
206,707,13535,Binbougami ga!,"Comedy, Parody, Shounen, Supernatural",TV,13,7.88,117091
207,708,1520,Black Jack,Drama,OVA,12,7.88,14414
208,709,28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"Action, Adventure, Comedy, Fantasy, Romance",TV,13,7.88,336349
209,710,30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,"Action, Mystery, Supernatural",Special,1,7.88,22774
210,711,10497,Hetalia World Series Specials,"Comedy, Historical, Parody",Special,4,7.88,14348
211,712,6862,K-On!: Live House!,"Comedy, Music, School, Slice of Life",Special,1,7.88,70787
212,713,251,Kyou kara Maou!,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78,7.88,58150
213,714,18153,Kyoukai no Kanata,"Fantasy, Slice of Life, Supernatural",TV,12,7.88,359011
214,715,875,Mind Game,"Adventure, Comedy, Dementia, Psychological, Romance",Movie,1,7.88,32756
215,716,795,Oniisama e...,"Drama, School, Shoujo, Shoujo Ai",TV,39,7.88,11424
216,717,33994,Servamp Specials,Comedy,Special,3,7.88,5973
217,718,18397,Shingeki no Kyojin OVA,"Action, Drama, Fantasy, Shounen, Super Power",OVA,3,7.88,121063
218,719,29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,"Comedy, Drama, Slice of Life",Movie,1,7.88,3089
219,720,16870,The Last: Naruto the Movie,"Action, Martial Arts, Romance, Shounen, Super Power",Movie,1,7.88,85013
220,721,479,The Law of Ueki,"Adventure, Comedy, Drama, Shounen, Supernatural",TV,51,7.88,60027
221,722,15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,"Action, Mecha, Military",Movie,1,7.87,61020
222,723,32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,"Action, Horror, Mystery, Psychological",TV,12,7.87,83343
223,724,31859,Hai to Gensou no Grimgar,"Action, Adventure, Drama, Fantasy",TV,12,7.87,213342
224,725,15451,High School DxD New,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,7.87,266657
225,726,33446,Huyao Xiao Hongniang: Yue Hong,"Comedy, Romance",ONA,13,7.87,1043
226,727,570,Jin-Rou,"Drama, Military, Police, Psychological, Romance",Movie,1,7.87,62464
227,728,5680,K-On!,"Comedy, Music, School, Slice of Life",TV,13,7.87,386048
228,729,2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,"Adventure, Drama, Fantasy",Movie,1,7.87,23453
229,730,1887,Luckyâ˜†Star,"Comedy, Parody, School, Slice of Life",TV,24,7.87,305837
230,731,90,Mobile Suit Gundam Wing,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,49,7.87,86001
231,732,91,Mobile Suit Gundam Wing: Endless Waltz,"Action, Drama, Mecha, Military, Sci-Fi, Space",OVA,3,7.87,28485
232,733,2594,Piano no Mori,"Adventure, Comedy, Drama, Music, School, Seinen",Movie,1,7.87,24278
233,734,210,Ranma Â½,"Comedy, Fantasy, Martial Arts, Slice of Life",TV,161,7.87,105212
234,735,1007,Ranma Â½ OVA,"Comedy, Martial Arts, Romance, Shounen",OVA,6,7.87,16804
235,736,19775,Sidonia no Kishi,"Action, Mecha, Sci-Fi, Seinen, Space",TV,12,7.87,118341
236,737,534,Slayers,"Adventure, Comedy, Demons, Fantasy, Magic",TV,26,7.87,73476
237,738,9790,Sora no Otoshimono: Tokeijikake no Angeloid,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",Movie,1,7.87,70391
238,739,2582,Soukou Kihei Votoms,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,52,7.87,9008
239,740,407,Tantei Gakuen Q,"Comedy, Drama, Mystery, Police, Shounen",TV,45,7.87,16591
240,741,6213,Toaru Kagaku no Railgun,"Action, Sci-Fi, Super Power",TV,24,7.87,231079
241,742,1000,Uchuu Kaizoku Captain Harlock,"Action, Adventure, Drama, Sci-Fi, Seinen, Space",TV,42,7.87,14869
242,743,1375,Watashi no Ashinaga Ojisan,"Comedy, Historical, Romance, School, Shoujo, Slice of Life",TV,40,7.87,5600
243,744,8514,Break Blade 2: Ketsubetsu no Michi,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,7.86,44900
244,745,951,Chibi Maruko-chan,"Comedy, Shoujo, Slice of Life",TV,142,7.86,4739
