,sno.,anime_id,name,genre,type,episodes,rating,members
21,1022,33157,Tanaka-kun wa Itsumo Kedaruge Specials,"Comedy, School, Slice of Life",Special,Unknown,7.72,5400
22,1023,23701,Toradora! OVA,"Comedy, Romance, School, Slice of Life",OVA,1,7.72,25154
23,1024,10716,Towa no Quon 5: Souzetsu no Raifuku,"Action, Super Power, Supernatural",Movie,1,7.72,18060
24,1025,1924,Urusei Yatsura Movie 5: Final,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.72,2783
25,1026,33350,Zhen Hun Jie,"Action, Supernatural",ONA,24,7.72,2480
26,1027,3090,Aa! Megami-sama!: Tatakau Tsubasa,"Comedy, Magic, Romance, Seinen, Supernatural",Special,2,7.71,18465
27,1028,7647,Arakawa Under the Bridge,"Comedy, Romance, Seinen",TV,13,7.71,162622
28,1029,530,Bishoujo Senshi Sailor Moon,"Demons, Magic, Romance, Shoujo",TV,46,7.71,146521
29,1030,3785,Evangelion: 3.0 You Can (Not) Redo,"Action, Mecha, Sci-Fi",Movie,1,7.71,135318
30,1031,7902,Fullmetal Alchemist: Brotherhood - 4-Koma Theater,"Comedy, Fantasy, Military, Parody",Special,16,7.71,31262
31,1032,1281,Gakkou no Kaidan,"Horror, Mystery, Supernatural",TV,19,7.71,42033
32,1033,24765,Gakkougurashi!,"Horror, Mystery, Psychological, School, Slice of Life",TV,12,7.71,140094
33,1034,129,Gensoumaden Saiyuuki,"Adventure, Comedy, Drama, Shounen, Supernatural",TV,50,7.71,31179
34,1035,7661,Giant Killing,"Drama, Seinen, Sports",TV,26,7.71,36947
35,1036,31997,Hetalia: The World Twinkle Extra Disc,"Comedy, Historical, Parody",OVA,1,7.71,2152
36,1037,24703,High School DxD BorN,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,7.71,192171
37,1038,10999,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,"Sci-Fi, Shounen, Sports",Movie,1,7.71,4535
38,1039,6116,Mainichi Kaasan,"Comedy, Slice of Life",TV,142,7.71,1707
39,1040,16762,Mirai Nikki Redial,"Action, Psychological, Shounen, Supernatural",OVA,1,7.71,135604
40,1041,18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",Special,1,7.71,14703
41,1042,10500,Ojiisan no Lamp,"Drama, Historical",Movie,1,7.71,11745
42,1043,14123,Pokemon Black and White 2: Introduction Movie,"Action, Fantasy, Kids",ONA,1,7.71,8554
43,1044,10573,Prince of Tennis: Another Story II - Ano Toki no Bokura,"Shounen, Sports",OVA,4,7.71,6005
44,1045,8675,Seitokai Yakuindomo,"Comedy, School, Shounen, Slice of Life",TV,13,7.71,217617
45,1046,1557,Shounen Onmyouji,"Action, Demons, Fantasy, Historical, Magic, Shoujo, Supernatural",TV,26,7.71,33321
46,1047,14289,Sukitte Ii na yo.,"Romance, School, Shoujo",TV,13,7.71,233410
47,1048,11743,Toaru Majutsu no Index: Endymion no Kiseki,"Action, Magic, Sci-Fi, Super Power",Movie,1,7.71,54873
48,1049,30458,Tokyo Ghoul: &quot;Jack&quot;,"Action, Drama, Horror, School, Seinen, Supernatural",OVA,1,7.71,70635
49,1050,29854,Ushio to Tora (TV),"Action, Adventure, Comedy, Demons, Shounen, Supernatural",TV,26,7.71,90931
50,1051,11433,Ano Natsu de Matteru,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",TV,12,7.7,169718
51,1052,31821,Arslan Senki (TV): Fuujin Ranbu,"Action, Adventure, Drama, Fantasy, Historical, Shounen, Supernatural",TV,8,7.7,53577
52,1053,14967,Boku wa Tomodachi ga Sukunai Next,"Comedy, Harem, Romance, School, Seinen, Slice of Life",TV,12,7.7,214319
53,1054,12049,Fairy Tail Movie 1: Houou no Miko,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.7,77560
54,1055,6152,Final Fantasy VII: Advent Children - Venice Film Festival Footage,"Action, Drama, Fantasy, Sci-Fi",Movie,1,7.7,6498
55,1056,1393,Future GPX Cyber Formula Zero,"Drama, Sci-Fi, Shounen, Sports",OVA,8,7.7,1113
56,1057,19191,Ghost in the Shell: Arise - Border:2 Ghost Whispers,"Mecha, Police, Psychological, Sci-Fi",Movie,1,7.7,24880
57,1058,11617,High School DxD,"Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,7.7,398660
58,1059,10935,Hourou Musuko Specials,"Drama, School",Special,2,7.7,4714
59,1060,914,Ike! Ina-chuu Takkyuubu,"Comedy, Ecchi, School, Sports",TV,26,7.7,7988
60,1061,24781,Imawa no Kuni no Alice (OVA),"Action, Psychological, Shounen, Supernatural, Thriller",OVA,3,7.7,18351
61,1062,21327,Isshuukan Friends.,"Comedy, School, Shounen, Slice of Life",TV,12,7.7,139601
62,1063,10568,Kamisama no Memochou,Mystery,TV,12,7.7,130502
63,1064,1087,Kimagure Orangeâ˜†Road,"Comedy, Drama, Romance, School, Shounen, Slice of Life, Super Power",TV,48,7.7,16012
64,1065,33605,Ling Qi,"Action, Comedy, Magic, Supernatural",ONA,20,7.69,2673
65,1066,15051,Love Live! School Idol Project,"Music, School, Slice of Life",TV,13,7.7,155281
66,1067,11933,Oda Nobuna no Yabou,"Comedy, Historical, Romance",TV,12,7.7,133216
67,1068,23301,Pokemon XY: Mega Evolution,"Action, Adventure, Comedy, Fantasy, Kids",Special,4,7.7,10227
68,1069,5493,Ranma Â½: Akumu! Shunmin Kou,"Action, Comedy, Martial Arts, Shounen, Supernatural",OVA,1,7.7,7064
69,1070,23775,Shingeki no Kyojin Movie 1: Guren no Yumiya,"Action, Drama, Fantasy, Shounen, Super Power",Movie,1,7.7,31990
70,1071,9751,Strike Witches Movie,"Action, Ecchi, Magic, Military, Sci-Fi",Movie,1,7.7,23856
71,1072,969,Tsubasa Chronicle 2nd Season,"Action, Adventure, Drama, Fantasy, Mystery, Romance, Shounen, Supernatural",TV,26,7.7,79166
72,1073,32681,Uchuu Patrol Luluco,"Action, Adventure, Comedy, Space",TV,13,7.7,50236
73,1074,2202,Waga Seishun no Arcadia,"Action, Adventure, Drama, Sci-Fi, Space",Movie,1,7.7,4415
74,1075,7762,"Yondemasu yo, Azazel-san.","Comedy, Demons, Supernatural",OVA,4,7.7,18400
75,1076,10495,Yuru Yuri,"Comedy, School, Shoujo Ai, Slice of Life",TV,12,7.7,148140
76,1077,880,Aa! Megami-sama!: Sorezore no Tsubasa,"Comedy, Magic, Romance, Seinen, Supernatural",TV,22,7.69,42026
77,1078,15061,Aikatsu!,"Music, School, Shoujo, Slice of Life",TV,178,7.69,16990
78,1079,857,Air Gear,"Action, Comedy, Ecchi, Shounen, Sports",TV,25,7.69,194611
79,1080,110,Chuuka Ichiban!,"Action, Comedy, Drama, Shounen",TV,52,7.69,8586
80,1081,23251,Gugure! Kokkuri-san,"Comedy, Shounen, Supernatural",TV,12,7.69,87824
81,1082,587,Hanbun no Tsuki ga Noboru Sora,"Comedy, Drama, Romance",TV,6,7.69,65125
82,1083,12725,Initial D: Project D to the Next Stage - Project D e Mukete,"Action, Cars, Drama, Seinen, Sports",Special,1,7.69,3150
83,1084,11013,Inu x Boku SS,"Comedy, Romance, Shounen, Supernatural",TV,12,7.69,216204
84,1085,452,InuYasha: Toki wo Koeru Omoi,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Super Power",Movie,1,7.69,51354
85,1086,1579,Kiniro no Corda: Primo Passo,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo",TV,25,7.69,63134
86,1087,32869,Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari,"School, Shounen, Sports",Movie,1,7.69,7573
87,1088,6793,Kuroshitsuji Special,"Comedy, Demons, Parody",Special,1,7.69,53706
88,1089,6172,Layton Kyouju to Eien no Utahime,Mystery,Movie,1,7.69,12867
89,1090,21105,Love Stage!!,"Comedy, Romance, Shounen Ai",TV,10,7.69,83397
90,1091,194,Macross Zero,"Adventure, Mecha, Military, Sci-Fi, Shounen",OVA,5,7.69,23568
91,1092,3001,Moyashimon,"Comedy, School, Supernatural",TV,11,7.69,44465
92,1093,8190,Nodame Cantabile OVA 2,"Comedy, Josei, Romance",OVA,1,7.69,17226
93,1094,23277,Saenai Heroine no Sodatekata,"Comedy, Ecchi, Harem, Romance, School",TV,12,7.69,155795
94,1095,2498,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1,7.69,7834
95,1096,25729,Tamayura: Sotsugyou Shashin Part 1 - Kizashi,"Comedy, Drama, Slice of Life",Movie,1,7.69,4467
96,1097,4654,Toaru Majutsu no Index,"Action, Magic, Sci-Fi, Super Power",TV,24,7.69,313114
97,1098,18139,Tonari no Seki-kun,"Comedy, School, Seinen",TV,21,7.69,82568
98,1099,16005,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,"Shounen, Supernatural",TV,12,7.69,61919
99,1100,32015,Ajin OVA,"Action, Horror, Mystery, Seinen, Supernatural",OVA,3,7.68,15613
100,1101,22147,Amagi Brilliant Park,"Comedy, Magic",TV,13,7.68,217003
101,1102,1946,Ashita no Nadja,"Adventure, Drama, Historical, Romance, Shoujo",TV,50,7.68,13742
102,1103,67,Basilisk: Kouga Ninpou Chou,"Action, Adventure, Fantasy, Historical, Romance, Samurai, Supernatural",TV,24,7.68,98144
103,1104,32365,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,"Action, Comedy, Martial Arts, Shounen, Super Power",Special,1,7.68,16868
104,1105,14345,Btooom!,"Action, Psychological, Sci-Fi, Seinen",TV,12,7.68,329561
105,1106,11359,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,"Action, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Special,1,7.68,17166
106,1107,428,Kaleido Star: Aratanaru Tsubasa - Extra Stage,"Adventure, Comedy, Drama, Shoujo",OVA,1,7.68,9248
107,1108,4188,Mahou Sensei Negima! Shiroki Tsubasa Ala Alba,"Adventure, Comedy, Ecchi, Harem, Magic, Romance, Shounen, Supernatural, Vampire",OVA,3,7.68,15616
108,1109,340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,"Action, Historical, Martial Arts, Samurai, Shounen",TV,26,7.68,13959
109,1110,10588,Persona 4 the Animation,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",TV,25,7.68,134942
110,1111,5958,Sora no Otoshimono,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,13,7.68,227681
111,1112,14669,Aura: Maryuuin Kouga Saigo no Tatakai,"Comedy, Drama, Romance, School, Supernatural",Movie,1,7.67,22599
112,1113,1478,City Hunter: Goodbye My Sweetheart,"Adventure, Comedy, Shounen",Special,1,7.67,2832
113,1114,8331,Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,"Comedy, Mystery, Police, Shounen",OVA,1,7.67,6460
114,1115,455,Fantastic Children,"Adventure, Fantasy, Mystery, Romance, Sci-Fi",TV,26,7.67,17773
115,1116,18507,Free!,"Comedy, School, Slice of Life, Sports",TV,12,7.67,265791
116,1117,27411,Ghost in the Shell (2015),"Action, Mecha, Police, Psychological, Sci-Fi",Movie,1,7.67,19872
117,1118,17729,Grisaia no Kajitsu,"Drama, Harem, Psychological, Romance, School",TV,13,7.67,178166
118,1119,26023,Haiyore! Nyaruko-san F,"Comedy, Parody, Romance, Sci-Fi",OVA,1,7.67,19620
119,1120,21075,Hetalia: The Beautiful World Extra Disc,"Comedy, Historical, Parody",OVA,1,7.67,4788
120,1121,8217,Jewelpet Twinkleâ˜†,"Fantasy, Magic, School, Shoujo",TV,52,7.67,4110
121,1122,617,Juubee Ninpuuchou,"Adventure, Fantasy, Historical, Horror, Romance, Shounen, Supernatural",Movie,1,7.67,55697
122,1123,31798,Kiznaiver,"Drama, Sci-Fi",TV,12,7.67,197912
123,1124,8841,Kore wa Zombie Desu ka?,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",TV,12,7.67,295782
124,1125,9396,Mitsudomoe Special,"Comedy, School, Slice of Life",Special,1,7.67,11354
125,1126,11371,New Prince of Tennis,"Action, Comedy, Shounen, Sports",TV,13,7.67,30630
126,1127,32542,Sakamoto desu ga?,"Comedy, School, Seinen",TV,12,7.67,171452
127,1128,5306,Tales of Symphonia The Animation: Tethe&#039;alla-hen,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",OVA,4,7.67,20355
128,1129,2268,Tatakae! Chou Robot Seimeitai Transformers,"Adventure, Mecha, Sci-Fi, Shounen",TV,98,7.67,5652
129,1130,177,Tsubasa Chronicle,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",TV,26,7.67,134705
130,1131,22729,Aldnoah.Zero,"Action, Mecha, Sci-Fi",TV,12,7.66,244193
131,1132,4835,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,"Action, Comedy, Shounen, Super Power, Supernatural",Movie,1,7.66,122373
132,1133,8888,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,"Action, Mecha, Military, Sci-Fi",Movie,1,7.66,91105
133,1134,5348,Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.66,7726
134,1135,9786,Detective Conan: Conan vs. Kid - Jet Black Sniper,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.66,2119
135,1136,25687,Digimon Adventure tri. 1: Saikai,"Action, Adventure, Comedy, Drama",Movie,1,7.66,58274
136,1137,31552,Durarara!!x2 Ten: Onoroke Chakapoko,"Action, Mystery, Supernatural",Special,1,7.66,16171
137,1138,14131,Girls und Panzer,"Military, School",TV,12,7.66,104275
138,1139,2002,Heroic Age,"Action, Mecha, Military, Sci-Fi, Space",TV,26,7.66,62530
139,1140,145,Kareshi Kanojo no Jijou,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,26,7.66,94165
140,1141,5290,Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,"Comedy, Sci-Fi, Shounen",Movie,1,7.66,2430
141,1142,250,Konjiki no Gash Bell!!,"Adventure, Comedy, Magic, Shounen, Supernatural",TV,150,7.66,51403
142,1143,23321,Log Horizon 2nd Season,"Action, Adventure, Fantasy, Game, Magic, Shounen",TV,25,7.66,215817
143,1144,2743,Mobile Suit Gundam Seed: Seed Supernova - Tanekyara Gekijou,"Comedy, Parody",Special,4,7.66,5508
144,1145,3626,Mobile Suit Gundam Wing: Operation Meteor,"Action, Adventure, Drama, Mecha, Military, Psychological, Sci-Fi, Space",OVA,4,7.66,6768
145,1146,10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,"Comedy, Seinen, Slice of Life",ONA,4,7.66,101495
146,1147,1873,Plawres Sanshirou,"Adventure, Mecha, School, Sci-Fi, Shounen, Sports",TV,37,7.66,1718
147,1148,528,Pokemon: Mewtwo no Gyakushuu,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.66,100089
148,1149,2562,Shion no Ou,"Drama, Game, Mystery, Thriller",TV,22,7.66,20553
149,1150,1861,Slam Dunk: Zenkoku Seiha Da! Sakuragi Hanamichi,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1,7.66,7992
150,1151,8995,Tales of Symphonia The Animation: Sekai Tougou-hen,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",OVA,3,7.66,14036
151,1152,17437,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,"Comedy, Drama, Music",Movie,1,7.66,12262
152,1153,32673,Udon no Kuni no Kiniro Kemari,"Fantasy, Seinen, Slice of Life",TV,12,7.66,33885
153,1154,1985,UFO Robo Grendizer,"Mecha, Sci-Fi, Shounen",TV,74,7.66,4381
154,1155,304,Aa! Megami-sama! Movie,"Comedy, Magic, Romance, Seinen, Supernatural",Movie,1,7.65,29330
155,1156,12291,Acchi Kocchi (TV),"Comedy, Romance, School, Seinen, Slice of Life",TV,12,7.65,127973
156,1157,1488,Area 88,"Action, Adventure, Drama, Military, Romance",OVA,3,7.65,6645
157,1158,4182,Darker than Black: Kuro no Keiyakusha Special,"Comedy, Parody, Sci-Fi",Special,1,7.65,87609
158,1159,9839,Detective Conan: Black History 2,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,7.65,2718
159,1160,874,Digimon Tamers,"Adventure, Comedy, Drama, Fantasy, Shounen",TV,51,7.65,94391
160,1161,2673,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,"Adventure, Comedy, Fantasy",Movie,1,7.65,1583
161,1162,31376,Flying Witch,"Comedy, Magic, Shounen, Slice of Life, Supernatural",TV,12,7.65,95933
162,1163,1251,Fushigi no Umi no Nadia,"Adventure, Comedy, Historical, Romance, Sci-Fi",TV,39,7.65,24229
163,1164,32215,High School DxD BorN: Yomigaeranai Fushichou,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",OVA,1,7.66,22497
164,1165,2012,Jigoku Sensei Nube,"Adventure, Comedy, Horror, Romance, School, Shounen, Supernatural",TV,49,7.65,8908
165,1166,2848,Kappa no Coo to Natsuyasumi,"Adventure, Shounen",Movie,1,7.65,6953
166,1167,15813,Majokko Shimai no Yoyo to Nene,"Fantasy, Magic",Movie,1,7.65,8698
167,1168,5162,Minami-ke Okaeri,"Comedy, School, Slice of Life",TV,13,7.65,45233
168,1169,13245,New Prince of Tennis Specials,"Action, Comedy, Shounen, Sports",Special,7,7.65,5524
169,1170,3673,Nijuu Mensou no Musume,"Action, Adventure, Mystery",TV,22,7.65,21009
170,1171,21667,Non Non Biyori: Okinawa e Ikukoto ni Natta,"Comedy, School, Seinen, Slice of Life",OVA,1,7.65,25169
171,1172,3848,"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura","Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.65,29771
172,1173,26243,Owari no Seraph,"Action, Drama, Shounen, Supernatural, Vampire",TV,12,7.65,315630
173,1174,5419,Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,"Comedy, Parody, School",Special,1,7.65,6929
174,1175,46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,"Drama, Historical, Samurai, Shounen",Movie,1,7.65,33191
175,1176,16241,"Yondemasu yo, Azazel-san. Z","Comedy, Demons, Supernatural",TV,13,7.65,20640
176,1177,2198,Aa! Megami-sama!: Sorezore no Tsubasa Specials,"Comedy, Magic, Romance, Seinen, Supernatural",Special,2,7.64,16986
177,1178,1239,Bishoujo Senshi Sailor Moon SuperS,"Drama, Magic, Romance, Shoujo",TV,39,7.64,55056
178,1179,2768,CLAMP in Wonderland 2,"Action, Comedy, Drama, Fantasy, Magic, Music, Romance",Music,1,7.64,13985
179,1180,2514,Detective Conan OVA 04: Conan and Kid and Crystal Mother,"Adventure, Mystery, Police, Shounen",OVA,1,7.64,8974
180,1181,1394,Future GPX Cyber Formula Saga,"Drama, Sci-Fi, Shounen, Sports",OVA,8,7.64,1040
181,1182,17187,Ghost in the Shell: Arise - Border:1 Ghost Pain,"Mecha, Police, Psychological, Sci-Fi",Movie,1,7.64,31747
182,1183,11663,Hakuouki OVA,"Action, Drama, Historical, Samurai, Supernatural",OVA,2,7.64,7791
183,1184,270,Hellsing,"Action, Horror, Seinen, Supernatural, Vampire",TV,13,7.64,308995
184,1185,1356,Hokuto no Ken 2,"Action, Drama, Martial Arts, Super Power",TV,43,7.64,11090
185,1186,6553,Junjou Romantica Special,"Comedy, Romance, Shounen Ai",Special,1,7.64,17378
186,1187,1567,Kaitou Saint Tail,"Adventure, Magic, Romance, Shoujo",TV,43,7.64,8794
187,1188,15437,Kore wa Zombie Desu ka? of the Dead OVA,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",OVA,1,7.64,54828
188,1189,13655,Little Busters!,"Comedy, Drama, School, Slice of Life, Supernatural",TV,26,7.64,138655
189,1190,334,Marmalade Boy,"Comedy, Drama, Romance, Shoujo",TV,76,7.64,24745
190,1191,7651,Ningen Shikkaku: Director&#039;s Cut-ban,"Drama, Historical, Psychological, Seinen",Movie,1,7.64,4292
191,1192,1029,Omoide Poroporo,"Drama, Romance, Slice of Life",Movie,1,7.64,39589
192,1193,209,R.O.D the TV,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power",TV,26,7.64,47053
193,1194,15775,Saintâ˜†Oniisan,"Comedy, Seinen, Slice of Life",OVA,2,7.64,33668
194,1195,10469,Sayonara Zetsubou Sensei Special,"Comedy, Mystery, Parody",Special,1,7.63,9669
195,1196,16524,Suisei no Gargantia,"Action, Adventure, Mecha, Sci-Fi",TV,13,7.64,170754
196,1197,10714,Towa no Quon 3: Mugen no Renza,"Action, Super Power, Supernatural",Movie,1,7.64,19053
197,1198,32899,Watashi ga Motete Dousunda,"Comedy, Harem, Romance, School, Shoujo",TV,12,7.64,57638
198,1199,10216,"Yondemasu yo, Azazel-san. (TV)","Comedy, Demons, Supernatural",TV,13,7.64,42147
199,1200,6408,&quot;Bungaku Shoujo&quot; Movie,"Drama, Mystery, Romance, School",Movie,1,7.63,40984
